*,key,H,B,tw,tf,nF,mF,g1,g2,stfo,spL,stfi,spBi,mW,nW,Pc,stw,stB,stL,My,dZ,Qy,dAw,Mu,αj,Lq,L1,L2
_,SH-900x400x19x28,900,400,19,28,6,4,140,90,19,770,19,170,12,2,60,12,740,290,3120,9610,2060,110.2,5440,1.2,3.32,11.42,2.48
_,SH-900x400x19x32,900,400,19,32,7,4,140,90,19,890,22,170,12,2,60,12,740,290,3420,10500,2030,108.7,5920,1.2,3.7,11.76,2.84
_,SH-900x400x19x36,900,400,19,36,8,4,140,90,22,1010,25,170,12,2,60,12,740,290,3710,11400,2010,107.2,6400,1.2,4.07,12.04,3.2
*,SH-900x400x19x40,900,400,19,40,8,4,140,90,25,1010,25,170,12,2,60,12,740,290,3990,12300,1980,105.6,6870,1.2,4.46,12.28,3.55
_,SH-950x250x16x22,950,250,16,22,7,2,150,ー,16,890,19,100,12,2,60,12,740,290,2050,6310,1920,102.7,3730,1.3,2.29,6.14,1.15
_,SH-950x250x16x25,950,250,16,25,8,2,150,ー,19,1010,19,100,12,2,60,12,740,290,2210,6800,1900,101.8,3980,1.3,2.48,6.37,1.31
_,SH-950x250x16x28,950,250,16,28,9,2,150,ー,19,1130,22,100,12,2,60,12,740,290,2360,7280,1890,100.8,4230,1.3,2.68,6.58,1.47
_,SH-950x250x16x32,950,250,16,32,9,2,150,ー,22,1130,22,100,11,2,60,12,680,290,2570,7920,1930,103,4470,1.3,2.84,6.81,1.68
_,SH-950x250x19x25,950,250,19,25,8,2,150,ー,19,1010,19,100,13,2,60,12,800,290,2330,7190,2180,116.7,4280,1.3,2.31,6.09,1.31
_,SH-950x250x19x28,950,250,19,28,9,2,150,ー,19,1130,22,100,13,2,60,12,800,290,2480,7660,2160,115.5,4520,1.3,2.48,6.3,1.47
_,SH-950x250x19x32,950,250,19,32,10,2,150,ー,22,1250,22,100,13,2,60,12,800,290,2690,8280,2130,114,4810,1.3,2.71,6.54,1.68
_,SH-950x250x19x36,950,250,19,36,10,2,150,ー,25,1250,25,100,10,3,60,16,620,410,2880,8890,2340,125,5040,1.2,2.65,6.75,1.89
*,SH-950x250x19x40,950,250,19,40,11,2,150,ー,25,1370,28,100,12,2,60,16,740,290,3080,9490,2160,115.1,5490,1.3,3.07,6.93,2.1
_,SH-950x300x16x22,950,300,16,22,8,2,150,40,16,800,19,110,12,2,60,12,740,290,2260,6980,1920,102.7,4060,1.3,2.56,7.74,1.38
_,SH-950x300x16x25,950,300,16,25,9,2,150,40,19,890,19,110,12,2,60,12,740,290,2450,7560,1900,101.8,4360,1.3,2.8,8.01,1.57
_,SH-950x300x16x28,950,300,16,28,10,2,150,40,19,980,22,110,12,2,60,12,740,290,2640,8120,1890,100.8,4650,1.2,3.03,8.24,1.76
_,SH-950x300x16x32,950,300,16,32,11,2,150,40,22,1070,22,110,11,2,60,12,680,290,2880,8870,1930,103,4840,1.2,3.24,8.51,2.02
_,SH-950x300x19x25,950,300,19,25,9,2,150,40,19,890,19,110,13,2,60,12,800,290,2580,7940,2180,116.7,4650,1.3,2.58,7.68,1.57
_,SH-950x300x19x28,950,300,19,28,10,2,150,40,22,980,22,110,13,2,60,12,800,290,2760,8500,2160,115.5,4950,1.3,2.79,7.92,1.76
*,SH-950x300x19x32,950,300,19,32,11,2,150,40,22,1070,25,110,13,2,60,12,800,290,3000,9230,2130,114,5330,1.3,3.07,8.2,2.02
_,SH-950x300x19x36,950,300,19,36,12,2,150,40,25,1160,25,110,12,2,60,16,740,290,3230,9950,2180,116.7,5710,1.2,3.23,8.44,2.27
_,SH-950x300x19x40,950,300,19,40,13,2,150,40,28,1250,28,110,12,2,60,16,740,290,3460,10700,2160,115.1,6090,1.2,3.51,8.64,2.52
_,SH-950x350x16x22,950,350,16,22,5,4,140,70,16,650,16,140,12,2,60,12,740,290,2410,7430,1920,102.7,4290,1.2,2.84,9.39,1.62
_,SH-950x350x16x25,950,350,16,25,5,4,140,70,16,650,19,140,11,2,60,16,680,290,2620,8060,1970,105.3,4610,1.2,3.01,9.69,1.84
_,SH-950x350x16x28,950,350,16,28,5,4,140,70,19,650,19,140,11,2,60,12,680,290,2820,8690,1950,104.3,4780,1.1,3.27,9.95,2.06
_,SH-950x350x16x32,950,350,16,32,6,4,140,70,22,770,22,140,11,2,60,12,680,290,3080,9510,1930,103,5360,1.2,3.63,10.24,2.35
_,SH-950x350x19x25,950,350,19,25,5,4,140,70,19,650,19,140,13,2,60,12,800,290,2740,8450,2180,116.7,4910,1.2,2.86,9.31,1.84
_,SH-950x350x19x28,950,350,19,28,6,4,140,70,19,770,22,140,13,2,60,12,800,290,2940,9060,2160,115.5,5230,1.2,3.1,9.59,2.06
_,SH-950x350x19x32,950,350,19,32,6,4,140,70,22,770,22,140,12,2,60,16,740,290,3200,9870,2210,118.2,5650,1.2,3.3,9.9,2.35
_,SH-950x350x19x36,950,350,19,36,7,4,140,70,25,890,25,140,12,2,60,16,740,290,3460,10700,2180,116.7,6070,1.2,3.62,10.16,2.65
_,SH-950x350x19x40,950,350,19,40,7,4,140,70,25,890,28,140,12,2,60,16,740,290,3710,11400,2160,115.1,6490,1.2,3.95,10.39,2.94
_,SH-950x400x16x22,950,400,16,22,5,4,140,90,16,650,16,170,12,2,60,12,740,290,2730,8430,1920,102.7,4790,1.2,3.11,11.07,1.85
_,SH-950x400x16x25,950,400,16,25,6,4,140,90,16,770,19,170,12,2,60,12,740,290,2980,9190,1900,101.8,5180,1.2,3.42,11.4,2.1
_,SH-950x400x16x28,950,400,16,28,6,4,140,90,19,770,19,170,11,2,60,12,680,290,3230,9940,1950,104.3,5570,1.2,3.61,11.68,2.35
_,SH-950x400x16x32,950,400,16,32,7,4,140,90,19,890,22,170,11,2,60,12,680,290,3550,10900,1930,103,6050,1.2,4.02,12,2.69
_,SH-950x400x19x25,950,400,19,25,6,4,140,90,16,770,19,170,13,2,60,12,800,290,3110,9570,2180,116.7,5480,1.2,3.13,10.99,2.1
_,SH-950x400x19x28,950,400,19,28,6,4,140,90,19,770,19,170,13,2,60,12,800,290,3350,10300,2160,115.5,5860,1.2,3.41,11.29,2.35
_,SH-950x400x19x32,950,400,19,32,7,4,140,90,19,890,22,170,12,2,60,16,740,290,3660,11300,2210,118.2,6370,1.2,3.64,11.63,2.69
_,SH-950x400x19x36,950,400,19,36,8,4,140,90,22,1010,22,170,12,2,60,16,740,290,3980,12200,2180,116.7,6880,1.2,4.01,11.91,3.03
_,SH-950x400x19x40,950,400,19,40,8,4,140,90,25,1010,25,170,12,2,60,16,740,290,4280,13200,2160,115.1,7380,1.2,4.38,12.16,3.36
_,SH-1000x250x16x22,1000,250,16,22,7,2,150,ー,16,890,19,100,13,2,60,12,800,290,2200,6790,2010,107.2,4020,1.3,2.36,6.05,1.1
_,SH-1000x250x16x25,1000,250,16,25,8,2,150,ー,19,1010,19,100,12,2,60,12,740,290,2370,7310,2050,109.8,4290,1.3,2.48,6.28,1.25
_,SH-1000x250x16x28,1000,250,16,28,9,2,150,ー,19,1130,22,100,12,2,60,12,740,290,2540,7820,2040,108.8,4540,1.3,2.67,6.49,1.4
_,SH-1000x250x16x32,1000,250,16,32,9,2,150,ー,22,1130,22,100,12,2,60,12,740,290,2750,8490,2010,107.5,4820,1.3,2.92,6.72,1.6
_,SH-1000x250x19x25,1000,250,19,25,8,2,150,ー,19,1010,19,100,14,2,60,12,860,290,2510,7740,2280,122,4620,1.3,2.38,6,1.25
_,SH-1000x250x19x28,1000,250,19,28,9,2,150,ー,19,1130,22,100,14,2,60,12,860,290,2670,8240,2260,120.8,4880,1.3,2.55,6.21,1.4
_,SH-1000x250x19x32,1000,250,19,32,10,2,150,ー,22,1250,25,100,13,2,60,16,800,290,2890,8900,2310,123.5,5220,1.3,2.69,6.45,1.6
_,SH-1000x250x19x36,1000,250,19,36,11,2,150,ー,25,1370,25,100,13,2,60,12,800,290,3100,9540,2280,122,5500,1.3,2.92,6.66,1.8
*,SH-1000x250x19x40,1000,250,19,40,11,2,150,ー,25,1370,28,100,13,2,60,12,800,290,3300,10200,2260,120.5,5700,1.2,3.15,6.84,2
_,SH-1000x300x16x22,1000,300,16,22,8,2,150,40,16,800,19,110,13,2,60,12,800,290,2430,7500,2010,107.2,4380,1.3,2.64,7.63,1.32
_,SH-1000x300x16x25,1000,300,16,25,9,2,150,40,19,890,19,110,13,2,60,12,800,290,2630,8100,1990,106.2,4690,1.3,2.87,7.91,1.5
_,SH-1000x300x16x28,1000,300,16,28,10,2,150,40,22,980,22,110,13,2,60,12,800,290,2820,8700,1970,105.3,5000,1.3,3.11,8.14,1.68
_,SH-1000x300x16x32,1000,300,16,32,11,2,150,40,22,1070,25,110,13,2,60,12,800,290,3080,9490,1950,104,5410,1.2,3.43,8.41,1.92
_,SH-1000x300x19x25,1000,300,19,25,9,2,150,40,19,890,19,110,11,3,60,16,680,410,2770,8530,2520,134.5,4810,1.2,2.41,7.57,1.5
_,SH-1000x300x19x28,1000,300,19,28,10,2,150,40,22,980,22,110,11,3,60,16,680,410,2960,9120,2500,133.4,5330,1.3,2.59,7.81,1.68
_,SH-1000x300x19x32,1000,300,19,32,11,2,150,40,22,1070,25,110,11,3,60,16,680,410,3210,9900,2470,131.9,5580,1.2,2.85,8.09,1.92
_,SH-1000x300x19x36,1000,300,19,36,12,2,150,40,25,1160,25,110,11,3,60,16,680,410,3460,10700,2440,130.3,5900,1.2,3.1,8.33,2.16
_,SH-1000x300x19x40,1000,300,19,40,13,2,150,40,28,1250,28,110,13,2,60,12,800,290,3710,11400,2260,120.5,6480,1.2,3.59,8.54,2.4
_,SH-1000x350x16x22,1000,350,16,22,5,4,140,70,16,650,19,140,13,2,60,12,800,290,2580,7970,2010,107.2,4610,1.2,2.92,9.27,1.54
_,SH-1000x350x16x25,1000,350,16,25,5,4,140,70,19,650,19,140,13,2,60,12,800,290,2800,8640,1990,106.2,4960,1.2,3.19,9.57,1.75
_,SH-1000x350x16x28,1000,350,16,28,6,4,140,70,19,770,22,140,13,2,60,12,800,290,3020,9300,1970,105.3,5300,1.2,3.47,9.84,1.96
_,SH-1000x350x16x32,1000,350,16,32,6,4,140,70,22,770,22,140,13,2,60,12,800,290,3300,10200,1950,104,5750,1.2,3.84,10.13,2.24
_,SH-1000x350x19x25,1000,350,19,25,5,4,140,70,19,650,19,140,11,3,60,16,680,410,2940,9070,2520,134.5,5290,1.2,2.66,9.19,1.75
_,SH-1000x350x19x28,1000,350,19,28,6,4,140,70,19,770,22,140,11,3,60,16,680,410,3150,9720,2500,133.4,5570,1.2,2.88,9.47,1.96
_,SH-1000x350x19x32,1000,350,19,32,6,4,140,70,22,770,22,140,11,3,60,16,680,410,3430,10600,2470,131.9,5920,1.2,3.17,9.78,2.24
_,SH-1000x350x19x36,1000,350,19,36,7,4,140,70,25,890,25,140,11,3,60,16,680,410,3710,11400,2440,130.3,6520,1.2,3.47,10.05,2.52
_,SH-1000x350x19x40,1000,350,19,40,7,4,140,70,25,890,28,140,13,2,60,12,800,290,3970,12200,2260,120.5,6830,1.2,4.03,10.28,2.8
_,SH-1000x400x16x22,1000,400,16,22,6,4,140,90,16,770,16,170,13,2,60,12,800,290,2930,9020,2010,107.2,5140,1.2,3.19,10.94,1.76
_,SH-1000x400x16x25,1000,400,16,25,7,4,140,90,16,890,19,170,13,2,60,12,800,290,3190,9830,1990,106.2,5550,1.2,3.51,11.27,2
_,SH-1000x400x16x28,1000,400,16,28,7,4,140,90,19,890,19,170,13,2,60,12,800,290,3450,10600,1970,105.3,5970,1.2,3.82,11.56,2.24
_,SH-1000x400x16x32,1000,400,16,32,8,4,140,90,19,1010,22,170,13,2,60,12,800,290,3790,11700,1950,104,6510,1.2,4.25,11.88,2.56
_,SH-1000x400x19x25,1000,400,19,25,7,4,140,90,16,890,19,170,11,3,60,16,680,410,3330,10300,2520,134.5,5860,1.2,2.91,10.85,2
_,SH-1000x400x19x28,1000,400,19,28,7,4,140,90,19,890,19,170,11,3,60,16,680,410,3580,11000,2500,133.4,6290,1.2,3.16,11.15,2.24
_,SH-1000x400x19x32,1000,400,19,32,8,4,140,90,19,1010,22,170,11,3,60,16,680,410,3920,12100,2470,131.9,6630,1.2,3.49,11.5,2.56
_,SH-1000x400x19x36,1000,400,19,36,9,4,140,90,22,1130,25,170,11,3,60,16,680,410,4250,13100,2440,130.3,7370,1.2,3.83,11.79,2.88
_,SH-1000x400x19x40,1000,400,19,40,8,4,140,90,25,1010,25,170,13,2,60,12,800,290,4570,14100,2260,120.5,7860,1.2,4.47,12.04,3.2
